30 0
50 0
70 0.0225
90 0.0725
110 0.145
130 0.2025
150 0.165
170 0.1475
190 0.0775
210 0.05
230 0.03
250 0.0175
270 0.015
290 0.015
310 0.02
330 0
350 0.005
