100 0.00683995
140 0.0683995
180 0.142271
220 0.186047
260 0.158687
300 0.125855
340 0.0875513
380 0.0574555
420 0.0478796
460 0.0287278
500 0.0177839
540 0.0136799
580 0.0109439
620 0.0136799
660 0.00547196
